Entity,Code,Day,total_vaccinations
Missouri,,2021-02-20,1042872
Missouri,,2021-02-21,1083721
Missouri,,2021-02-22,1103908
Missouri,,2021-02-23,1110913
Missouri,,2021-02-24,1137233
Missouri,,2021-02-25,1167787
Missouri,,2021-02-26,1213449
Missouri,,2021-02-27,1278087
Missouri,,2021-02-28,1279404
Missouri,,2021-03-01,1375027
Missouri,,2021-03-02,1384067
Missouri,,2021-03-03,1415806
Missouri,,2021-03-04,1458439
Missouri,,2021-03-05,1504236
Missouri,,2021-03-06,1552157
Missouri,,2021-03-07,1600118
Missouri,,2021-03-08,1633864
Missouri,,2021-03-09,1647096
Missouri,,2021-03-10,1685362
Missouri,,2021-03-11,1724580
Missouri,,2021-03-12,1759789
Missouri,,2021-03-13,1867231
Missouri,,2021-03-14,1867231
Missouri,,2021-03-15,1897083
Missouri,,2021-03-16,1907859
Missouri,,2021-03-17,1939762
Missouri,,2021-03-18,1989274
Missouri,,2021-03-19,2033873
Missouri,,2021-03-20,2087816
Missouri,,2021-03-21,2143727
Missouri,,2021-03-22,2174546
Missouri,,2021-03-23,2192811
Missouri,,2021-03-24,2229686
Missouri,,2021-03-25,2276318
Missouri,,2021-03-26,2317440
Missouri,,2021-03-27,2371541
Missouri,,2021-03-28,2430704
Missouri,,2021-03-29,2464910
Missouri,,2021-03-30,2481467
Missouri,,2021-03-31,2524827
Missouri,,2021-04-01,2576981
Missouri,,2021-04-02,2668283
Missouri,,2021-04-03,2745801
Missouri,,2021-04-04,2807214
Missouri,,2021-04-05,2853511
Missouri,,2021-04-06,2861032
Missouri,,2021-04-07,2904295
Missouri,,2021-04-08,2970903
Missouri,,2021-04-09,3020648
Missouri,,2021-04-10,3083405
Missouri,,2021-04-11,3146868
Missouri,,2021-04-12,3196092
Missouri,,2021-04-13,3242310
Missouri,,2021-04-14,3263224
Missouri,,2021-04-15,3310684
Missouri,,2021-04-16,3366674
Missouri,,2021-04-17,3436756
Missouri,,2021-04-18,3508767
Missouri,,2021-04-19,3536035
Missouri,,2021-04-20,3545080
Missouri,,2021-04-21,3588783
Missouri,,2021-04-22,3639625
Missouri,,2021-04-23,3690346
Missouri,,2021-04-24,3729759
Missouri,,2021-04-25,3805156
Missouri,,2021-04-26,3858945
Missouri,,2021-04-27,3874578
Missouri,,2021-04-28,3906752
Missouri,,2021-04-29,3947226
Missouri,,2021-04-30,3985417
Missouri,,2021-05-01,4019723
Missouri,,2021-05-02,4062200
Missouri,,2021-05-03,4085582
Missouri,,2021-05-04,4096058
Missouri,,2021-05-05,4118674
Missouri,,2021-05-06,4152250
Missouri,,2021-05-07,4181588
Missouri,,2021-05-08,4215354
Missouri,,2021-05-09,4243742
Missouri,,2021-05-10,4286786
Missouri,,2021-05-11,4300932
Missouri,,2021-05-12,4326127
Missouri,,2021-05-13,4348456
Missouri,,2021-05-14,4366210
Missouri,,2021-05-15,4384335
Missouri,,2021-05-16,4421909
Missouri,,2021-05-17,4452067
Missouri,,2021-05-18,4460584
Missouri,,2021-05-19,4478896
Missouri,,2021-05-20,4501899
Missouri,,2021-05-21,4526183
Missouri,,2021-05-22,4556699
Missouri,,2021-05-23,4572684
Missouri,,2021-05-24,4592083
Missouri,,2021-05-25,4598534
Missouri,,2021-05-26,4609459
Missouri,,2021-05-27,4626406
Missouri,,2021-05-28,4642088
Missouri,,2021-05-29,4657459
Missouri,,2021-05-30,4671951
Missouri,,2021-06-01,4684402
Missouri,,2021-06-02,4689451
Missouri,,2021-06-03,4700811
Missouri,,2021-06-04,4713270
Missouri,,2021-06-05,4713467
Missouri,,2021-06-06,4742062
Missouri,,2021-06-07,4755797
Missouri,,2021-06-08,4763929
Missouri,,2021-06-09,4780515
Missouri,,2021-06-10,4797636
Missouri,,2021-06-11,4797644
Missouri,,2021-06-12,4822265
Missouri,,2021-06-13,4837782
Missouri,,2021-06-14,4874609
Missouri,,2021-06-15,4886745
Missouri,,2021-06-16,4886829
Missouri,,2021-06-17,4920661
Missouri,,2021-06-18,4990217
Missouri,,2021-06-19,4998531
Missouri,,2021-06-20,5009230
Missouri,,2021-06-21,5009706
Missouri,,2021-06-22,5013654
Montana,,2021-01-12,42083
Montana,,2021-01-13,44063
Montana,,2021-01-14,46620
Montana,,2021-01-15,49364
Montana,,2021-01-19,55893
Montana,,2021-01-20,57220
Montana,,2021-01-21,60389
Montana,,2021-01-22,66348
Montana,,2021-01-23,72544
Montana,,2021-01-24,76590
Montana,,2021-01-25,77356
Montana,,2021-01-26,77748
Montana,,2021-01-27,81169
Montana,,2021-01-28,86213
Montana,,2021-01-29,92589
Montana,,2021-01-30,99272
Montana,,2021-01-31,104525
Montana,,2021-02-01,106145
Montana,,2021-02-02,107324
Montana,,2021-02-03,110374
Montana,,2021-02-04,116148
Montana,,2021-02-05,122536
Montana,,2021-02-06,130883
Montana,,2021-02-07,137765
Montana,,2021-02-08,139273
Montana,,2021-02-09,140124
Montana,,2021-02-10,144343
Montana,,2021-02-11,149339
Montana,,2021-02-12,157695
Montana,,2021-02-13,167360
Montana,,2021-02-14,176810
Montana,,2021-02-16,181665
Montana,,2021-02-17,184579
Montana,,2021-02-18,190070
Montana,,2021-02-19,221225
Montana,,2021-02-20,228890
Montana,,2021-02-21,237099
Montana,,2021-02-22,240814
Montana,,2021-02-23,243015
Montana,,2021-02-24,246626
Montana,,2021-02-25,252295
Montana,,2021-02-26,260990
Montana,,2021-02-27,271075
Montana,,2021-02-28,281422
Montana,,2021-03-01,284679
Montana,,2021-03-02,286163
Montana,,2021-03-03,291572
Montana,,2021-03-04,301007
Montana,,2021-03-05,312296
Montana,,2021-03-06,324102
Montana,,2021-03-07,337005
Montana,,2021-03-08,341554
Montana,,2021-03-09,343597
Montana,,2021-03-10,349631
Montana,,2021-03-11,359446
Montana,,2021-03-12,370463
Montana,,2021-03-13,383241
Montana,,2021-03-14,395770
Montana,,2021-03-15,398858
Montana,,2021-03-16,401716
Montana,,2021-03-17,406867
Montana,,2021-03-18,414258
Montana,,2021-03-19,422946
Montana,,2021-03-20,433315
Montana,,2021-03-21,443030
Montana,,2021-03-22,447675
Montana,,2021-03-23,447693
Montana,,2021-03-24,455003
Montana,,2021-03-25,463857
Montana,,2021-03-26,475058
Montana,,2021-03-27,487221
Montana,,2021-03-28,499029
Montana,,2021-03-29,502390
Montana,,2021-03-30,504919
Montana,,2021-03-31,522897
Montana,,2021-04-01,534273
Montana,,2021-04-02,545186
Montana,,2021-04-03,557322
Montana,,2021-04-04,569766
Montana,,2021-04-05,573480
Montana,,2021-04-06,575293
Montana,,2021-04-07,584386
Montana,,2021-04-08,596472
Montana,,2021-04-09,609984
Montana,,2021-04-10,622560
Montana,,2021-04-11,635147
Montana,,2021-04-12,639104
Montana,,2021-04-13,641916
Montana,,2021-04-14,643288
Montana,,2021-04-15,655446
Montana,,2021-04-16,666324
Montana,,2021-04-17,677644
Montana,,2021-04-18,678296
Montana,,2021-04-19,691035
Montana,,2021-04-20,692839
Montana,,2021-04-21,697964
Montana,,2021-04-22,705683
Montana,,2021-04-23,714287
Montana,,2021-04-24,724221
Montana,,2021-04-25,732282
Montana,,2021-04-26,734717
Montana,,2021-04-27,735987
Montana,,2021-04-28,741564
Montana,,2021-04-29,750384
Montana,,2021-04-30,758111
Montana,,2021-05-01,766688
Montana,,2021-05-02,772832
Montana,,2021-05-03,774095
Montana,,2021-05-04,774946
Montana,,2021-05-05,777944
Montana,,2021-05-06,783615
Montana,,2021-05-07,788740
Montana,,2021-05-08,793803
Montana,,2021-05-09,799489
Montana,,2021-05-10,801733
Montana,,2021-05-11,803109
Montana,,2021-05-12,805538
Montana,,2021-05-13,809959
Montana,,2021-05-14,814652
Montana,,2021-05-15,820430
Montana,,2021-05-16,825322
Montana,,2021-05-17,825322
Montana,,2021-05-18,828344
Montana,,2021-05-19,831352
Montana,,2021-05-20,836084
Montana,,2021-05-21,841159
Montana,,2021-05-22,846217
Montana,,2021-05-23,846462
Montana,,2021-05-24,852005
Montana,,2021-05-25,852630
Montana,,2021-05-26,854905
Montana,,2021-05-27,858711
Montana,,2021-05-28,862105
Montana,,2021-05-29,864820
Montana,,2021-05-30,867122
Montana,,2021-06-01,868449
Montana,,2021-06-02,868824
Montana,,2021-06-03,869006
Montana,,2021-06-04,869261
Montana,,2021-06-05,869533
Montana,,2021-06-06,879235
Montana,,2021-06-07,879383
Montana,,2021-06-08,893704
Montana,,2021-06-09,895603
Montana,,2021-06-10,898779
Montana,,2021-06-11,898796
Montana,,2021-06-12,901981
Montana,,2021-06-13,904152
Montana,,2021-06-14,904328
Montana,,2021-06-15,907825
Montana,,2021-06-16,907825
Montana,,2021-06-17,915033
Montana,,2021-06-18,917101
Montana,,2021-06-19,919169
Montana,,2021-06-20,920638
Montana,,2021-06-21,921549
Montana,,2021-06-22,921925
Nebraska,,2021-01-12,74439
Nebraska,,2021-01-13,79699
Nebraska,,2021-01-14,84920
Nebraska,,2021-01-15,91195
Nebraska,,2021-01-19,103689
Nebraska,,2021-01-20,106283
Nebraska,,2021-01-21,111841
Nebraska,,2021-01-22,118450
Nebraska,,2021-01-23,124069
Nebraska,,2021-01-24,132846
Nebraska,,2021-01-25,134033
Nebraska,,2021-01-26,135131
Nebraska,,2021-01-27,139573
Nebraska,,2021-01-28,150019
Nebraska,,2021-01-29,158370
Nebraska,,2021-01-30,167276
Nebraska,,2021-01-31,177711
Nebraska,,2021-02-01,180917
Nebraska,,2021-02-02,182412
Nebraska,,2021-02-03,188285
Nebraska,,2021-02-04,195126
Nebraska,,2021-02-05,204136
Nebraska,,2021-02-06,218405
Nebraska,,2021-02-07,230874
Nebraska,,2021-02-08,234061
Nebraska,,2021-02-09,235298
Nebraska,,2021-02-10,241067
Nebraska,,2021-02-11,247879
Nebraska,,2021-02-12,259906
Nebraska,,2021-02-13,273950
Nebraska,,2021-02-14,285708
Nebraska,,2021-02-16,290626
Nebraska,,2021-02-17,294904
Nebraska,,2021-02-18,305057
Nebraska,,2021-02-19,347754
Nebraska,,2021-02-20,360582
Nebraska,,2021-02-21,372655
Nebraska,,2021-02-22,380648
Nebraska,,2021-02-23,392756
Nebraska,,2021-02-24,405896
Nebraska,,2021-02-25,422419
Nebraska,,2021-02-26,442310
Nebraska,,2021-02-27,443974
Nebraska,,2021-02-28,474439
Nebraska,,2021-03-01,476315
Nebraska,,2021-03-02,484888
Nebraska,,2021-03-03,497106
Nebraska,,2021-03-04,513497
Nebraska,,2021-03-05,535213
Nebraska,,2021-03-06,536126
Nebraska,,2021-03-07,556061
Nebraska,,2021-03-08,573413
Nebraska,,2021-03-09,594293
Nebraska,,2021-03-10,607373
Nebraska,,2021-03-11,629765
Nebraska,,2021-03-12,653385
Nebraska,,2021-03-13,666329
Nebraska,,2021-03-14,666417
Nebraska,,2021-03-15,684831
Nebraska,,2021-03-16,697176
Nebraska,,2021-03-17,712099
Nebraska,,2021-03-18,731885
Nebraska,,2021-03-19,754880
Nebraska,,2021-03-20,755802
Nebraska,,2021-03-21,775509
Nebraska,,2021-03-22,797409
Nebraska,,2021-03-23,804643
Nebraska,,2021-03-24,818325
Nebraska,,2021-03-25,836012
Nebraska,,2021-03-26,857343
Nebraska,,2021-03-27,858106
Nebraska,,2021-03-28,881787
Nebraska,,2021-03-29,900049
Nebraska,,2021-03-30,916701
Nebraska,,2021-03-31,940837
Nebraska,,2021-04-01,966534
Nebraska,,2021-04-02,991673
Nebraska,,2021-04-03,992251
Nebraska,,2021-04-04,1009786
Nebraska,,2021-04-05,1024342
Nebraska,,2021-04-06,1036053
Nebraska,,2021-04-07,1055469
Nebraska,,2021-04-08,1076467
Nebraska,,2021-04-09,1107623
Nebraska,,2021-04-10,1108135
Nebraska,,2021-04-11,1130671
Nebraska,,2021-04-12,1145421
Nebraska,,2021-04-13,1185844
Nebraska,,2021-04-14,1208422
Nebraska,,2021-04-15,1228445
Nebraska,,2021-04-16,1256055
Nebraska,,2021-04-17,1256376
Nebraska,,2021-04-18,1267986
Nebraska,,2021-04-19,1280204
Nebraska,,2021-04-20,1297175
Nebraska,,2021-04-21,1307408
Nebraska,,2021-04-22,1330661
Nebraska,,2021-04-23,1339495
Nebraska,,2021-04-24,1345536
Nebraska,,2021-04-25,1346051
Nebraska,,2021-04-26,1380706
Nebraska,,2021-04-27,1380708
Nebraska,,2021-04-28,1399434
Nebraska,,2021-04-29,1412743
Nebraska,,2021-04-30,1412904
Nebraska,,2021-05-01,1413371
Nebraska,,2021-05-02,1439421
Nebraska,,2021-05-03,1463240
Nebraska,,2021-05-04,1463240
Nebraska,,2021-05-05,1470513
Nebraska,,2021-05-06,1484345
Nebraska,,2021-05-07,1497021
Nebraska,,2021-05-08,1512386
Nebraska,,2021-05-09,1536579
Nebraska,,2021-05-10,1556413
Nebraska,,2021-05-11,1567674
Nebraska,,2021-05-12,1567761
Nebraska,,2021-05-13,1576707
Nebraska,,2021-05-14,1584643
Nebraska,,2021-05-15,1584872
Nebraska,,2021-05-16,1585004
Nebraska,,2021-05-17,1610007
Nebraska,,2021-05-18,1614694
Nebraska,,2021-05-19,1614803
Nebraska,,2021-05-20,1627572
Nebraska,,2021-05-21,1627690
Nebraska,,2021-05-22,1650062
Nebraska,,2021-05-23,1657529
Nebraska,,2021-05-24,1657535
Nebraska,,2021-05-25,1665330
Nebraska,,2021-05-26,1665381
Nebraska,,2021-05-27,1678518
Nebraska,,2021-05-28,1678709
Nebraska,,2021-05-29,1694284
Nebraska,,2021-05-30,1694342
Nebraska,,2021-06-01,1705003
Nebraska,,2021-06-02,1706314
Nebraska,,2021-06-03,1706401
Nebraska,,2021-06-04,1715953
Nebraska,,2021-06-05,1716051
Nebraska,,2021-06-06,1722639
Nebraska,,2021-06-07,1722679
Nebraska,,2021-06-08,1736034
Nebraska,,2021-06-09,1740272
Nebraska,,2021-06-10,1746606
Nebraska,,2021-06-11,1746610
Nebraska,,2021-06-12,1753144
Nebraska,,2021-06-13,1759863
Nebraska,,2021-06-14,1759916
Nebraska,,2021-06-15,1770014
Nebraska,,2021-06-16,1770036
Nebraska,,2021-06-17,1780069
Nebraska,,2021-06-18,1785078
Nebraska,,2021-06-19,1785205
Nebraska,,2021-06-20,1785263
Nebraska,,2021-06-21,1785309
Nebraska,,2021-06-22,1801883
Nevada,,2021-01-12,61653
Nevada,,2021-01-13,61653
Nevada,,2021-01-14,76844
Nevada,,2021-01-15,83674
Nevada,,2021-01-19,102840
Nevada,,2021-01-20,107133
Nevada,,2021-01-21,115991
Nevada,,2021-01-22,126458
Nevada,,2021-01-23,137031
Nevada,,2021-01-24,152203
Nevada,,2021-01-25,159869
Nevada,,2021-01-26,164362
Nevada,,2021-01-27,174367
Nevada,,2021-01-28,194942
Nevada,,2021-01-29,210185
Nevada,,2021-01-30,224192
Nevada,,2021-01-31,241078
Nevada,,2021-02-01,248754
Nevada,,2021-02-02,253174
Nevada,,2021-02-03,279471
Nevada,,2021-02-04,291601
Nevada,,2021-02-05,304323
Nevada,,2021-02-06,322252
Nevada,,2021-02-07,334073
Nevada,,2021-02-08,346685
Nevada,,2021-02-09,351531
Nevada,,2021-02-10,366333
Nevada,,2021-02-11,379077
Nevada,,2021-02-12,394172
Nevada,,2021-02-13,411057
Nevada,,2021-02-14,428423
Nevada,,2021-02-16,446800
Nevada,,2021-02-17,453012
Nevada,,2021-02-18,466981
Nevada,,2021-02-19,522332
Nevada,,2021-02-20,555742
Nevada,,2021-02-21,569810
Nevada,,2021-02-22,586518
Nevada,,2021-02-23,598423
Nevada,,2021-02-24,606821
Nevada,,2021-02-25,622189
Nevada,,2021-02-26,642562
Nevada,,2021-02-27,665577
Nevada,,2021-02-28,685692
Nevada,,2021-03-01,715121
Nevada,,2021-03-02,723182
Nevada,,2021-03-03,733953
Nevada,,2021-03-04,750160
Nevada,,2021-03-05,773285
Nevada,,2021-03-06,800030
Nevada,,2021-03-07,829262
Nevada,,2021-03-08,855890
Nevada,,2021-03-09,864967
Nevada,,2021-03-10,878645
Nevada,,2021-03-11,904504
Nevada,,2021-03-12,930754
Nevada,,2021-03-13,958706
Nevada,,2021-03-14,989342
Nevada,,2021-03-15,1013805
Nevada,,2021-03-16,1020137
Nevada,,2021-03-17,1034347
Nevada,,2021-03-18,1062287
Nevada,,2021-03-19,1086559
Nevada,,2021-03-20,1116221
Nevada,,2021-03-21,1145354
Nevada,,2021-03-22,1164939
Nevada,,2021-03-23,1170434
Nevada,,2021-03-24,1185896
Nevada,,2021-03-25,1214518
Nevada,,2021-03-26,1243965
Nevada,,2021-03-27,1274357
Nevada,,2021-03-28,1303006
Nevada,,2021-03-29,1328018
Nevada,,2021-03-30,1335002
Nevada,,2021-03-31,1348526
Nevada,,2021-04-01,1374197
Nevada,,2021-04-02,1399135
Nevada,,2021-04-03,1431817
Nevada,,2021-04-04,1462114
Nevada,,2021-04-05,1482433
Nevada,,2021-04-06,1487176
Nevada,,2021-04-07,1505143
Nevada,,2021-04-08,1536848
Nevada,,2021-04-09,1576189
Nevada,,2021-04-10,1615552
Nevada,,2021-04-11,1652963
Nevada,,2021-04-12,1684035
Nevada,,2021-04-13,1692135
Nevada,,2021-04-14,1709620
Nevada,,2021-04-15,1744896
Nevada,,2021-04-16,1774080
Nevada,,2021-04-17,1803308
Nevada,,2021-04-18,1834497
Nevada,,2021-04-19,1856362
Nevada,,2021-04-20,1863377
Nevada,,2021-04-21,1879451
Nevada,,2021-04-22,1901548
Nevada,,2021-04-23,1922250
Nevada,,2021-04-24,1943150
Nevada,,2021-04-25,1966545
Nevada,,2021-04-26,1985316
Nevada,,2021-04-27,1991775
Nevada,,2021-04-28,2005102
Nevada,,2021-04-29,2026997
Nevada,,2021-04-30,2051105
Nevada,,2021-05-01,2075542
Nevada,,2021-05-02,2097373
Nevada,,2021-05-03,2108787
Nevada,,2021-05-04,2111052
Nevada,,2021-05-05,2122615
Nevada,,2021-05-06,2146595
Nevada,,2021-05-07,2167439
Nevada,,2021-05-08,2186639
Nevada,,2021-05-09,2209675
Nevada,,2021-05-10,2227825
Nevada,,2021-05-11,2236935
Nevada,,2021-05-12,2248770
Nevada,,2021-05-13,2264766
Nevada,,2021-05-14,2277475
Nevada,,2021-05-15,2314424
Nevada,,2021-05-16,2333621
Nevada,,2021-05-17,2343297
Nevada,,2021-05-18,2349915
Nevada,,2021-05-19,2359830
Nevada,,2021-05-20,2374041
Nevada,,2021-05-21,2392968
Nevada,,2021-05-22,2413573
Nevada,,2021-05-23,2427644
Nevada,,2021-05-24,2438877
Nevada,,2021-05-25,2443724
Nevada,,2021-05-26,2452084
Nevada,,2021-05-27,2465315
Nevada,,2021-05-28,2478269
Nevada,,2021-05-29,2490170
Nevada,,2021-05-30,2501619
Nevada,,2021-06-01,2514286
Nevada,,2021-06-02,2518129
Nevada,,2021-06-03,2525610
Nevada,,2021-06-04,2535207
Nevada,,2021-06-05,2535482
Nevada,,2021-06-06,2545697
Nevada,,2021-06-07,2566097
Nevada,,2021-06-08,2571731
Nevada,,2021-06-09,2571894
Nevada,,2021-06-10,2578580
Nevada,,2021-06-11,2590262
Nevada,,2021-06-12,2607988
Nevada,,2021-06-13,2616844
Nevada,,2021-06-14,2625235
Nevada,,2021-06-15,2631465
Nevada,,2021-06-16,2649807
Nevada,,2021-06-17,2657281
Nevada,,2021-06-18,2667757
Nevada,,2021-06-19,2676774
Nevada,,2021-06-20,2682974
Nevada,,2021-06-21,2692825
Nevada,,2021-06-22,2696755
New Hampshire,,2021-01-12,50613
New Hampshire,,2021-01-13,55218
New Hampshire,,2021-01-14,58711
New Hampshire,,2021-01-15,62517
New Hampshire,,2021-01-19,71556
New Hampshire,,2021-01-20,75418
New Hampshire,,2021-01-21,80639
New Hampshire,,2021-01-22,85595
New Hampshire,,2021-01-23,89816
New Hampshire,,2021-01-24,93338
New Hampshire,,2021-01-25,94623
New Hampshire,,2021-01-26,97002
New Hampshire,,2021-01-27,103080
New Hampshire,,2021-01-28,110451
New Hampshire,,2021-01-29,117408
New Hampshire,,2021-01-30,123740
New Hampshire,,2021-01-31,128313
New Hampshire,,2021-02-01,130515
New Hampshire,,2021-02-02,135799
New Hampshire,,2021-02-03,138271
New Hampshire,,2021-02-04,145086
New Hampshire,,2021-02-05,153145
New Hampshire,,2021-02-06,161178
New Hampshire,,2021-02-07,165887
New Hampshire,,2021-02-08,166603
New Hampshire,,2021-02-09,168727
New Hampshire,,2021-02-10,176192
New Hampshire,,2021-02-11,184103
New Hampshire,,2021-02-12,191114
New Hampshire,,2021-02-13,200675
New Hampshire,,2021-02-14,208541
New Hampshire,,2021-02-16,216649
New Hampshire,,2021-02-17,218316
New Hampshire,,2021-02-18,226863
New Hampshire,,2021-02-19,241386
New Hampshire,,2021-02-20,250296
New Hampshire,,2021-02-21,260809
New Hampshire,,2021-02-22,267893
New Hampshire,,2021-02-23,274267
New Hampshire,,2021-02-24,282235
New Hampshire,,2021-02-25,291248
New Hampshire,,2021-02-26,299874
New Hampshire,,2021-02-27,310769
New Hampshire,,2021-02-28,321602
New Hampshire,,2021-03-01,324806
New Hampshire,,2021-03-02,330538
New Hampshire,,2021-03-03,339484
New Hampshire,,2021-03-04,349825
New Hampshire,,2021-03-05,358497
New Hampshire,,2021-03-06,371111
New Hampshire,,2021-03-07,382103
New Hampshire,,2021-03-08,385485
New Hampshire,,2021-03-09,393931
New Hampshire,,2021-03-10,405366
New Hampshire,,2021-03-11,418658
New Hampshire,,2021-03-12,431296
New Hampshire,,2021-03-13,450103
New Hampshire,,2021-03-14,460696
New Hampshire,,2021-03-15,465226
New Hampshire,,2021-03-16,471480
New Hampshire,,2021-03-17,478758
New Hampshire,,2021-03-18,489626
New Hampshire,,2021-03-19,500911
New Hampshire,,2021-03-20,514422
New Hampshire,,2021-03-21,529948
New Hampshire,,2021-03-22,537577
New Hampshire,,2021-03-23,545500
New Hampshire,,2021-03-24,554889
New Hampshire,,2021-03-25,566168
New Hampshire,,2021-03-26,574612
New Hampshire,,2021-03-27,586018
New Hampshire,,2021-03-28,598445
New Hampshire,,2021-03-29,602562
New Hampshire,,2021-03-30,607126
New Hampshire,,2021-03-31,614984
New Hampshire,,2021-04-01,707655
New Hampshire,,2021-04-02,721042
New Hampshire,,2021-04-03,764940
New Hampshire,,2021-04-04,774277
New Hampshire,,2021-04-05,796674
New Hampshire,,2021-04-06,800922
New Hampshire,,2021-04-07,829371
New Hampshire,,2021-04-08,858460
New Hampshire,,2021-04-09,889074
New Hampshire,,2021-04-10,922666
New Hampshire,,2021-04-11,958018
New Hampshire,,2021-04-12,978713
New Hampshire,,2021-04-13,996633
New Hampshire,,2021-04-14,1008027
New Hampshire,,2021-04-15,1050144
New Hampshire,,2021-04-16,1075608
New Hampshire,,2021-04-17,1088613
New Hampshire,,2021-04-18,1099300
New Hampshire,,2021-04-19,1102415
New Hampshire,,2021-04-20,1108521
New Hampshire,,2021-04-21,1113989
New Hampshire,,2021-04-22,1117327
New Hampshire,,2021-04-23,1120433
New Hampshire,,2021-04-24,1123788
New Hampshire,,2021-04-25,1127251
New Hampshire,,2021-04-26,1129881
New Hampshire,,2021-04-27,1132331
New Hampshire,,2021-04-28,1134878
New Hampshire,,2021-04-29,1138304
New Hampshire,,2021-04-30,1142049
New Hampshire,,2021-05-01,1147521
New Hampshire,,2021-05-02,1151253
New Hampshire,,2021-05-03,1153848
New Hampshire,,2021-05-04,1157226
New Hampshire,,2021-05-05,1159614
New Hampshire,,2021-05-06,1159614
New Hampshire,,2021-05-07,1141718
New Hampshire,,2021-05-08,1144819
New Hampshire,,2021-05-09,1148596
New Hampshire,,2021-05-10,1151245
New Hampshire,,2021-05-11,1152483
New Hampshire,,2021-05-12,1156401
New Hampshire,,2021-05-13,1201567
New Hampshire,,2021-05-14,1204745
New Hampshire,,2021-05-15,1208010
New Hampshire,,2021-05-16,1211530
New Hampshire,,2021-05-17,1214150
New Hampshire,,2021-05-18,1217534
New Hampshire,,2021-05-19,1272048
New Hampshire,,2021-05-20,1276034
New Hampshire,,2021-05-21,1332600
New Hampshire,,2021-05-22,1335848
New Hampshire,,2021-05-23,1339646
New Hampshire,,2021-05-24,1345676
New Hampshire,,2021-05-25,1347969
New Hampshire,,2021-05-26,1350309
New Hampshire,,2021-05-27,1375987
New Hampshire,,2021-05-28,1384838
New Hampshire,,2021-05-29,1384917
New Hampshire,,2021-05-30,1384922
New Hampshire,,2021-06-01,1399503
New Hampshire,,2021-06-02,1406869
New Hampshire,,2021-06-03,1407303
New Hampshire,,2021-06-04,1413342
New Hampshire,,2021-06-05,1419599
New Hampshire,,2021-06-06,1419997
New Hampshire,,2021-06-07,1429285
New Hampshire,,2021-06-08,1451012
New Hampshire,,2021-06-09,1451393
New Hampshire,,2021-06-10,1457239
New Hampshire,,2021-06-11,1465086
New Hampshire,,2021-06-12,1469474
New Hampshire,,2021-06-13,1470024
New Hampshire,,2021-06-14,1470698
New Hampshire,,2021-06-15,1479763
New Hampshire,,2021-06-16,1486923
New Hampshire,,2021-06-17,1490887
New Hampshire,,2021-06-18,1491368
New Hampshire,,2021-06-19,1497072
New Hampshire,,2021-06-20,1497597
New Hampshire,,2021-06-21,1500484
New Hampshire,,2021-06-22,1500723
New Jersey,,2021-01-12,221045
New Jersey,,2021-01-13,262982
New Jersey,,2021-01-14,263422
New Jersey,,2021-01-15,317070
New Jersey,,2021-01-19,400148
New Jersey,,2021-01-20,432220
New Jersey,,2021-01-21,432220
New Jersey,,2021-01-22,464363
New Jersey,,2021-01-23,500889
New Jersey,,2021-01-24,535625
New Jersey,,2021-01-25,563141
New Jersey,,2021-01-26,575733
New Jersey,,2021-01-27,611862
New Jersey,,2021-01-28,648215
New Jersey,,2021-01-29,727426
New Jersey,,2021-01-30,768944
New Jersey,,2021-01-31,795440
New Jersey,,2021-02-01,810293
New Jersey,,2021-02-02,836584
New Jersey,,2021-02-03,851721
New Jersey,,2021-02-04,851721
New Jersey,,2021-02-05,884736
New Jersey,,2021-02-06,1041289
New Jersey,,2021-02-07,1074805
New Jersey,,2021-02-08,1094886
New Jersey,,2021-02-09,1096789
New Jersey,,2021-02-10,1148733
New Jersey,,2021-02-11,1196677
New Jersey,,2021-02-12,1252742
New Jersey,,2021-02-13,1309703
New Jersey,,2021-02-14,1349327
New Jersey,,2021-02-16,1427336
New Jersey,,2021-02-17,1480413
New Jersey,,2021-02-18,1542174
New Jersey,,2021-02-19,1604448
New Jersey,,2021-02-20,1648599
New Jersey,,2021-02-21,1689031
New Jersey,,2021-02-22,1711610
New Jersey,,2021-02-23,1759059
New Jersey,,2021-02-24,1803596
New Jersey,,2021-02-25,1866378
New Jersey,,2021-02-26,1943116
New Jersey,,2021-02-27,2008524
New Jersey,,2021-02-28,2065666
New Jersey,,2021-03-01,2096498
New Jersey,,2021-03-02,2187330
New Jersey,,2021-03-03,2249861
New Jersey,,2021-03-04,2325257
New Jersey,,2021-03-05,2403077
New Jersey,,2021-03-06,2478696
New Jersey,,2021-03-07,2534361
New Jersey,,2021-03-08,2571874
New Jersey,,2021-03-09,2639438
New Jersey,,2021-03-10,2714949
New Jersey,,2021-03-11,2834934
New Jersey,,2021-03-12,2916801
New Jersey,,2021-03-13,3011319
New Jersey,,2021-03-14,3065373
New Jersey,,2021-03-15,3112960
New Jersey,,2021-03-16,3174729
New Jersey,,2021-03-17,3254946
New Jersey,,2021-03-18,3346883
New Jersey,,2021-03-19,3431096
New Jersey,,2021-03-20,3514899
New Jersey,,2021-03-21,3581686
New Jersey,,2021-03-22,3635504
New Jersey,,2021-03-23,3636384
New Jersey,,2021-03-24,3781744
New Jersey,,2021-03-25,3869393
New Jersey,,2021-03-26,3958836
New Jersey,,2021-03-27,4053945
New Jersey,,2021-03-28,4142916
New Jersey,,2021-03-29,4204062
